,ID,timestamp,x,y,vx,vy,rgb_conf,lidar_conf,frame_index,YOLO_cls,L,T,R,B,X_LiDAR,Y_LiDAR,Z_LiDAR,l,w,h,rot
494,5,1795.000,-6.353,-10.079,-0.366,-0.067,NaN,NaN,46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
495,6,1795.000,39.288,1.678,0.213,0.214,0.318,NaN,46,0,545.000,208.000,568.000,243.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
496,7,1795.000,31.522,-7.266,-0.223,0.227,0.647,0.401,46,0,920.000,188.000,949.000,258.000,31.510,-7.270,-1.130,1.870,0.570,1.960,-0.703
497,9,1795.000,33.100,-17.918,0.158,-0.390,NaN,NaN,46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
498,10,1795.000,43.443,5.212,0.635,0.234,NaN,NaN,46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
499,11,1795.000,14.084,3.688,-0.155,-0.143,NaN,NaN,46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
500,12,1795.000,34.695,-13.072,0.258,-0.272,0.709,NaN,46,0,1103.000,191.000,1132.000,250.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
501,17,1795.000,34.440,-12.561,0.218,-0.252,NaN,NaN,46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
502,21,1795.000,37.050,-13.849,-0.272,0.286,NaN,NaN,46,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
503,0,1797.000,28.302,-1.971,-0.131,0.107,0.828,0.912,47,0,701.000,197.000,737.000,274.000,28.330,-1.960,-1.090,0.960,0.470,1.770,2.345
504,1,1797.000,28.128,-1.550,-0.143,0.168,NaN,NaN,47,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
505,2,1797.000,41.009,-21.833,0.226,-0.288,NaN,NaN,47,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
506,3,1797.000,17.615,-5.717,-0.377,-0.142,0.714,0.982,47,0,1029.000,199.000,1074.000,330.000,17.670,-5.670,-1.240,1.710,0.560,1.820,-2.789
507,5,1797.000,-6.720,-10.148,-0.367,-0.070,NaN,NaN,47,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
508,6,1797.000,39.632,2.136,0.290,0.323,0.544,NaN,47,0,527.000,194.000,548.000,247.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
509,7,1797.000,31.300,-7.094,-0.222,0.199,0.560,0.084,47,0,910.000,189.000,937.000,262.000,31.280,-7.120,-1.020,1.960,0.680,1.850,2.498
510,9,1797.000,33.260,-18.308,0.160,-0.390,NaN,NaN,47,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
511,10,1797.000,44.082,5.443,0.639,0.230,NaN,NaN,47,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
512,11,1797.000,13.932,3.549,-0.152,-0.139,NaN,NaN,47,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
513,12,1797.000,34.966,-13.352,0.258,-0.276,0.128,0.833,47,0,1100.000,195.000,1116.000,254.000,34.980,-13.330,-0.970,1.730,0.610,1.810,-1.172
514,17,1797.000,34.667,-12.813,0.227,-0.253,NaN,NaN,47,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
515,21,1797.000,36.934,-13.538,-0.229,0.271,0.142,NaN,47,0,1100.000,195.000,1114.000,223.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
516,0,1798.000,28.204,-1.893,-0.108,0.104,0.792,0.183,48,0,700.000,198.000,735.000,275.000,28.230,-1.900,-1.100,0.910,0.520,1.800,1.930
517,1,1798.000,27.984,-1.383,-0.144,0.167,NaN,NaN,48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
518,2,1798.000,41.230,-22.124,0.222,-0.291,NaN,NaN,48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
519,3,1798.000,17.266,-5.806,-0.360,-0.123,0.759,0.997,48,0,1034.000,199.000,1093.000,333.000,17.300,-5.760,-1.190,1.820,0.510,1.860,-2.813
520,5,1798.000,-7.097,-10.217,-0.377,-0.068,NaN,NaN,48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
521,6,1798.000,39.899,2.482,0.292,0.332,0.523,NaN,48,0,525.000,198.000,546.000,247.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
522,7,1798.000,31.035,-7.011,-0.248,0.150,0.666,NaN,48,0,905.000,189.000,935.000,264.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
523,9,1798.000,33.422,-18.698,0.163,-0.390,NaN,NaN,48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
524,10,1798.000,44.719,5.678,0.637,0.235,NaN,NaN,48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
525,11,1798.000,13.778,3.416,-0.154,-0.133,NaN,NaN,48,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
526,12,1798.000,35.108,-13.577,0.194,-0.249,0.666,NaN,48,0,1118.000,192.000,1143.000,250.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
527,17,1798.000,36.576,-13.686,0.560,-0.330,0.162,NaN,48,0,1099.000,195.000,1113.000,249.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
528,21,1798.000,36.602,-13.273,-0.277,0.268,0.226,NaN,48,0,1100.000,195.000,1112.000,221.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
529,0,1800.000,28.079,-1.792,-0.120,0.107,0.751,0.143,49,0,695.000,197.000,724.000,278.000,28.090,-1.790,-1.120,1.030,0.470,1.940,2.132
530,1,1800.000,27.851,-1.216,-0.133,0.167,NaN,NaN,49,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
531,2,1800.000,41.457,-22.412,0.226,-0.288,NaN,NaN,49,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
532,3,1800.000,16.946,-5.904,-0.348,-0.110,0.843,0.957,49,0,1059.000,200.000,1121.000,324.000,16.990,-5.870,-1.270,1.750,0.500,1.740,-2.807
533,5,1800.000,-7.479,-10.291,-0.382,-0.074,NaN,NaN,49,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
534,6,1800.000,40.301,2.913,0.361,0.386,0.474,NaN,49,0,508.000,205.000,529.000,247.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
535,7,1800.000,30.777,-6.759,-0.247,0.193,0.429,0.120,49,0,894.000,187.000,923.000,261.000,30.770,-6.630,-1.110,1.750,0.660,1.880,2.549
536,9,1800.000,33.583,-19.089,0.161,-0.391,NaN,NaN,49,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
537,10,1800.000,45.358,5.909,0.639,0.232,NaN,NaN,49,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
538,11,1800.000,13.622,3.285,-0.155,-0.131,NaN,NaN,49,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
539,12,1800.000,35.319,-13.827,0.208,-0.249,0.741,NaN,49,0,1129.000,193.000,1158.000,252.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
540,17,1800.000,37.132,-14.015,0.556,-0.330,NaN,NaN,49,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
541,21,1800.000,36.324,-13.014,-0.278,0.258,NaN,NaN,49,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
542,0,1801.000,27.964,-1.680,-0.112,0.104,0.771,0.179,50,0,693.000,194.000,722.000,280.000,27.960,-1.710,-1.050,0.980,0.440,1.800,-3.182
543,1,1801.000,27.895,-1.571,-0.120,0.095,NaN,0.059,50,0,677.000,185.000,729.000,277.000,27.910,-1.710,-1.060,1.080,0.410,1.850,-2.414
544,2,1801.000,41.675,-22.689,0.219,-0.277,NaN,NaN,50,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
545,3,1801.000,16.614,-5.989,-0.338,-0.096,0.777,0.945,50,0,1070.000,200.000,1128.000,329.000,16.640,-5.980,-1.230,1.900,0.540,1.760,-2.929
546,5,1801.000,-7.859,-10.366,-0.381,-0.075,NaN,NaN,50,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
547,6,1801.000,40.588,3.172,0.325,0.328,0.478,0.058,50,0,505.000,197.000,526.000,249.000,40.510,3.030,-1.170,1.790,0.550,1.990,0.971
548,7,1801.000,30.503,-6.535,-0.260,0.211,0.291,NaN,50,0,892.000,190.000,916.000,258.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
549,9,1801.000,33.741,-19.472,0.158,-0.384,NaN,NaN,50,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
550,10,1801.000,45.995,6.140,0.637,0.230,NaN,NaN,50,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
551,11,1801.000,13.473,3.154,-0.150,-0.131,NaN,NaN,50,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
552,12,1801.000,35.494,-14.092,0.184,-0.250,0.756,NaN,50,0,1133.000,192.000,1160.000,254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
553,17,1801.000,37.685,-14.343,0.553,-0.328,NaN,NaN,50,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
554,21,1801.000,36.047,-12.762,-0.277,0.253,NaN,NaN,50,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
555,0,1803.000,27.879,-1.644,-0.095,0.063,0.804,0.663,51,0,688.000,192.000,721.000,284.000,27.890,-1.670,-1.160,0.820,0.600,1.810,-0.206
556,1,1803.000,27.772,-1.479,-0.122,0.091,NaN,NaN,51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
557,2,1803.000,41.884,-22.957,0.208,-0.269,NaN,NaN,51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
558,3,1803.000,16.301,-6.061,-0.317,-0.087,0.790,0.959,51,0,1091.000,201.000,1158.000,328.000,16.320,-6.020,-1.200,1.750,0.490,1.770,-3.030
559,5,1803.000,-8.238,-10.440,-0.379,-0.075,NaN,NaN,51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
560,6,1803.000,40.927,3.423,0.321,0.293,0.547,0.650,51,0,492.000,205.000,516.000,246.000,40.850,3.260,-1.150,1.760,0.550,1.820,0.856
561,7,1803.000,30.372,-6.257,-0.201,0.246,0.659,0.115,51,0,878.000,189.000,908.000,262.000,30.380,-6.220,-1.140,0.730,0.590,1.770,0.589
562,9,1803.000,33.899,-19.862,0.158,-0.390,NaN,NaN,51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
563,10,1803.000,46.636,6.374,0.641,0.234,NaN,NaN,51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
564,11,1803.000,13.545,3.629,-0.132,0.006,0.279,NaN,51,0,251.000,200.000,264.000,241.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
565,12,1803.000,35.749,-14.295,0.239,-0.236,0.738,NaN,51,0,1145.000,192.000,1170.000,254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
566,17,1803.000,38.244,-14.674,0.559,-0.331,NaN,NaN,51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
567,21,1803.000,35.768,-12.515,-0.279,0.247,NaN,NaN,51,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
568,0,1804.000,27.795,-1.600,-0.091,0.057,0.809,0.644,52,0,687.000,197.000,719.000,286.000,27.770,-1.600,-1.190,0.870,0.530,1.740,2.602
569,1,1804.000,27.656,-1.390,-0.117,0.089,NaN,NaN,52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
570,2,1804.000,42.093,-23.223,0.210,-0.266,NaN,NaN,52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
571,3,1804.000,15.943,-6.126,-0.327,-0.072,0.783,0.993,52,0,1101.000,201.000,1163.000,337.000,15.940,-6.080,-1.260,1.900,0.510,1.730,-2.941
572,5,1804.000,-8.622,-10.522,-0.384,-0.082,NaN,NaN,52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
573,6,1804.000,41.185,3.672,0.285,0.260,0.341,0.136,52,0,492.000,204.000,515.000,249.000,41.100,3.450,-1.160,0.800,0.490,1.770,0.875
574,7,1804.000,30.188,-6.005,-0.196,0.254,0.718,0.200,52,0,875.000,190.000,906.000,263.000,30.180,-6.040,-1.070,0.890,0.510,1.700,2.223
575,9,1804.000,34.052,-20.257,0.153,-0.395,NaN,NaN,52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576,10,1804.000,47.272,6.608,0.636,0.234,NaN,NaN,52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
577,11,1804.000,13.404,3.636,-0.141,0.007,NaN,NaN,52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
578,12,1804.000,35.996,-14.597,0.245,-0.266,0.705,NaN,52,0,1148.000,191.000,1171.000,256.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
579,17,1804.000,38.797,-15.009,0.553,-0.335,NaN,NaN,52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
580,21,1804.000,35.701,-12.234,-0.252,0.244,0.537,NaN,52,0,1062.000,195.000,1089.000,249.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
581,0,1806.000,27.578,-1.463,-0.151,0.077,0.811,0.094,53,0,681.000,198.000,708.000,285.000,27.520,-1.520,-1.370,0.940,0.480,1.850,-3.139
582,1,1806.000,27.540,-1.302,-0.116,0.088,NaN,NaN,53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
583,2,1806.000,42.310,-23.489,0.217,-0.265,NaN,NaN,53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
584,3,1806.000,15.632,-6.171,-0.309,-0.056,0.797,0.926,53,0,1125.000,202.000,1190.000,340.000,15.660,-6.130,-1.280,1.670,0.520,1.730,0.165
585,5,1806.000,-9.006,-10.599,-0.384,-0.076,NaN,NaN,53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
586,6,1806.000,41.430,3.970,0.252,0.289,0.250,NaN,53,0,474.000,200.000,493.000,246.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
587,7,1806.000,30.012,-5.707,-0.188,0.276,0.658,0.651,53,0,864.000,189.000,892.000,265.000,29.960,-5.750,-0.960,1.810,0.540,1.790,2.269
588,9,1806.000,34.202,-20.653,0.150,-0.396,NaN,NaN,53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
589,10,1806.000,47.908,6.846,0.636,0.238,NaN,NaN,53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
590,11,1806.000,13.262,3.646,-0.142,0.011,NaN,NaN,53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
591,12,1806.000,36.233,-14.973,0.238,-0.310,0.450,NaN,53,0,1164.000,191.000,1182.000,243.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592,17,1806.000,39.348,-15.342,0.551,-0.333,NaN,NaN,53,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593,21,1806.000,35.444,-11.993,-0.248,0.248,0.694,NaN,53,0,1050.000,194.000,1075.000,254.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
594,0,1807.000,27.429,-1.344,-0.154,0.099,0.785,0.869,54,0,679.000,199.000,705.000,286.000,27.500,-1.360,-1.150,1.010,0.470,1.720,2.565
595,1,1807.000,27.430,-1.211,-0.110,0.091,NaN,NaN,54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
596,2,1807.000,42.520,-23.756,0.210,-0.267,NaN,NaN,54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597,3,1807.000,15.296,-6.292,-0.333,-0.076,0.820,0.998,54,0,1131.000,201.000,1201.000,350.000,15.250,-6.270,-1.270,2.010,0.510,1.760,-2.963
598,5,1807.000,-9.393,-10.677,-0.386,-0.079,NaN,NaN,54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
599,6,1807.000,41.685,4.281,0.246,0.290,0.125,NaN,54,0,474.000,207.000,490.000,245.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
600,7,1807.000,29.701,-5.693,-0.239,0.196,0.685,NaN,54,0,864.000,189.000,889.000,259.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
601,9,1807.000,34.349,-21.049,0.147,-0.396,NaN,NaN,54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
602,10,1807.000,48.546,7.082,0.638,0.236,NaN,NaN,54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603,11,1807.000,13.121,3.657,-0.141,0.010,NaN,NaN,54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
604,12,1807.000,36.474,-15.279,0.241,-0.306,NaN,NaN,54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
605,17,1807.000,39.897,-15.677,0.549,-0.335,NaN,NaN,54,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
606,21,1807.000,35.255,-11.687,-0.221,0.283,0.684,NaN,54,0,1047.000,194.000,1073.000,252.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
607,0,1809.000,27.303,-1.291,-0.124,0.080,0.838,0.788,55,0,663.000,198.000,701.000,286.000,27.390,-1.320,-1.260,0.800,0.550,1.730,-1.111
608,1,1809.000,27.317,-1.125,-0.113,0.086,NaN,NaN,55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
609,2,1809.000,42.730,-24.020,0.210,-0.264,NaN,NaN,55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
610,3,1809.000,14.927,-6.360,-0.350,-0.071,0.803,0.980,55,0,1160.000,203.000,1233.000,354.000,14.890,-6.320,-1.280,1.790,0.490,1.720,-2.989
611,5,1809.000,-9.782,-10.753,-0.389,-0.076,NaN,NaN,55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
612,6,1809.000,41.931,4.572,0.247,0.290,NaN,NaN,55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
613,7,1809.000,29.491,-5.371,-0.248,0.263,0.201,0.970,55,0,841.000,200.000,869.000,269.000,29.480,-5.290,-1.110,1.750,0.630,1.970,2.299
614,9,1809.000,34.498,-21.453,0.149,-0.404,NaN,NaN,55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
615,10,1809.000,49.190,7.323,0.644,0.241,NaN,NaN,55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
616,11,1809.000,13.547,3.632,-0.049,0.014,0.139,NaN,55,0,254.000,201.000,267.000,243.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
617,12,1809.000,36.716,-15.584,0.242,-0.305,NaN,NaN,55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
618,17,1809.000,40.448,-16.020,0.551,-0.343,NaN,NaN,55,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
619,21,1809.000,35.002,-11.373,-0.240,0.302,0.774,NaN,55,0,1035.000,195.000,1060.000,252.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
620,0,1810.000,27.237,-1.199,-0.095,0.067,0.847,0.920,56,0,660.000,199.000,701.000,287.000,27.260,-1.200,-1.240,0.870,0.500,1.760,2.381
621,1,1810.000,27.206,-1.027,-0.111,0.098,NaN,NaN,56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
622,2,1810.000,42.939,-24.282,0.209,-0.262,NaN,NaN,56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
623,3,1810.000,14.605,-6.462,-0.340,-0.068,0.741,0.987,56,0,1176.000,203.000,1242.000,349.000,14.540,-6.460,-1.250,1.840,0.510,1.740,-3.045
624,5,1810.000,-10.169,-10.828,-0.387,-0.075,NaN,NaN,56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
625,6,1810.000,42.176,4.864,0.244,0.293,NaN,NaN,56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
626,7,1810.000,29.332,-5.014,-0.181,0.305,0.328,0.064,56,0,840.000,199.000,875.000,270.000,29.420,-4.900,-1.300,1.670,0.550,1.690,-0.575
627,9,1810.000,34.655,-21.850,0.157,-0.397,NaN,NaN,56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
628,10,1810.000,49.830,7.566,0.640,0.243,NaN,NaN,56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
629,11,1810.000,13.606,3.614,-0.053,-0.004,0.242,NaN,56,0,254.000,200.000,268.000,244.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
630,12,1810.000,36.960,-15.887,0.244,-0.303,NaN,NaN,56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
631,17,1810.000,40.999,-16.360,0.551,-0.340,NaN,NaN,56,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
632,21,1810.000,34.766,-11.210,-0.252,0.264,0.766,NaN,56,0,1032.000,194.000,1057.000,251.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
633,0,1812.000,27.125,-1.107,-0.099,0.073,0.821,0.913,57,0,656.000,200.000,695.000,287.000,27.120,-1.090,-1.260,0.980,0.470,1.810,2.371
634,1,1812.000,27.100,-0.926,-0.106,0.101,NaN,NaN,57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
635,2,1812.000,43.153,-24.549,0.213,-0.266,NaN,NaN,57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
636,3,1812.000,14.203,-6.520,-0.365,-0.060,0.803,0.908,57,0,1206.000,204.000,1279.000,350.000,14.170,-6.530,-1.190,1.990,0.500,1.750,-2.973
637,5,1812.000,-10.555,-10.903,-0.386,-0.076,NaN,NaN,57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
638,6,1812.000,42.416,5.160,0.240,0.295,NaN,NaN,57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
639,7,1812.000,29.110,-4.779,-0.202,0.291,0.665,0.402,57,0,827.000,191.000,857.000,261.000,29.070,-4.790,-1.190,1.840,0.570,1.860,2.416
640,9,1812.000,34.814,-22.246,0.159,-0.396,NaN,NaN,57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
641,10,1812.000,50.471,7.816,0.640,0.250,NaN,NaN,57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
642,11,1812.000,13.548,3.575,-0.065,-0.021,0.122,NaN,57,0,255.000,202.000,268.000,243.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
643,12,1812.000,37.204,-16.200,0.244,-0.313,NaN,NaN,57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
644,17,1812.000,41.552,-16.700,0.553,-0.340,NaN,NaN,57,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
645,21,1812.000,34.622,-10.877,-0.207,0.299,0.736,0.236,57,0,1020.000,192.000,1046.000,250.000,34.670,-10.810,-0.890,0.770,0.650,1.750,1.548
646,0,1813.000,26.926,-0.982,-0.150,0.094,0.818,NaN,58,0,657.000,199.000,690.000,285.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
647,1,1813.000,26.999,-0.815,-0.101,0.111,NaN,NaN,58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
648,2,1813.000,43.370,-24.817,0.218,-0.268,NaN,NaN,58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
649,3,1813.000,13.774,-6.575,-0.386,-0.060,0.792,0.998,58,0,1213.000,204.000,1279.000,352.000,13.710,-6.590,-1.240,1.920,0.510,1.720,-2.936
650,5,1813.000,-10.946,-10.984,-0.391,-0.080,NaN,NaN,58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
651,6,1813.000,42.652,5.453,0.236,0.294,NaN,NaN,58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
652,7,1813.000,28.885,-4.590,-0.225,0.237,0.507,0.501,58,0,828.000,191.000,856.000,266.000,28.880,-4.640,-1.080,0.750,0.620,1.750,-0.478
653,9,1813.000,34.971,-22.641,0.157,-0.396,NaN,NaN,58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
654,10,1813.000,51.111,8.073,0.640,0.257,NaN,NaN,58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
655,11,1813.000,13.446,3.529,-0.080,-0.030,0.246,NaN,58,0,256.000,200.000,269.000,246.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
656,12,1813.000,37.451,-16.512,0.248,-0.312,NaN,NaN,58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
657,17,1813.000,42.108,-17.039,0.556,-0.339,NaN,NaN,58,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
658,21,1813.000,34.413,-10.583,-0.214,0.289,0.703,NaN,58,0,1018.000,194.000,1045.000,262.000,NaN,NaN,NaN,NaN,NaN,NaN,NaN
